customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
1438,Kate Clayton,kate.clayton1438@icloud.com,United Kingdom,2020-12-02,Premium,1723.53
1439,Laure Bertrand,laure.bertrand1439@proton.me,France,2021-06-16,Basic,487.88
1440,Charlotte Post-Niermann,charlotte.post.niermann1440@outlook.com,Netherlands,2025-01-23,Standard,1363.03
1441,Jenna Larson,jenna.larson1441@proton.me,United States,2026-08-26,Basic,564.68
1442,Emily Bennett,emily.bennett1442@hotmail.com,United States,2024-02-14,Premium,4042.64
1443,Aria Briccialdi,aria.briccialdi1443@icloud.com,Italy,2022-07-08,Premium,884.99
1444,Jose Schultz,jose.schultz1444@icloud.com,Canada,2022-07-25,Basic,682.54
1445,Robin Santiago,robin.santiago1445@proton.me,United States,2021-11-22,Premium,3086.61
1446,Lekha Gupta,lekha.gupta1446@yahoo.com,India,2020-12-30,Basic,139.83
1447,Robert Potter,robert.potter1447@gmail.com,Canada,2025-11-23,Standard,1667.98
1448,Hans-Josef Rust,hans.josef.rust1448@proton.me,Germany,2025-07-17,Premium,3440.19
1449,Nancy Jennings,nancy.jennings1449@outlook.com,United States,2023-03-25,Basic,282.9
1450,Ferdinand Beyer MBA.,ferdinand.beyer.mba1450@yahoo.com,Germany,2022-06-01,Basic,216.0
1451,Jacques Pires,jacques.pires1451@hotmail.com,France,2022-01-08,Standard,390.81
1452,Janice Mills-Murphy,janice.mills.murphy1452@outlook.com,United Kingdom,2022-08-22,Standard,1647.09
1453,Dr Olivia Mitchell,dr.olivia.mitchell1453@proton.me,United Kingdom,2025-02-19,Premium,2534.86
1454,Maria Henderson,maria.henderson1454@proton.me,Japan,2024-06-16,Standard,1327.0
1455,Timothée Charles,timothee.charles1455@proton.me,France,2022-11-15,Premium,2860.9
1456,Jack White,jack.white1456@yahoo.com,United States,2025-04-12,Basic,697.8
1457,Macario Grau Giménez,macario.grau.gimenez1457@icloud.com,Spain,2020-07-05,Premium,2666.81
1458,Dr Malcolm Lee,dr.malcolm.lee1458@hotmail.com,United Kingdom,2024-02-28,Premium,4101.24
1459,Travis Tucker,travis.tucker1459@yahoo.com,United States,2022-12-02,Premium,2623.51
1460,John Morris,john.morris1460@hotmail.com,United Kingdom,2021-06-24,Premium,3427.95
1461,Johan Renner,johan.renner1461@outlook.com,Germany,2021-04-23,Standard,1764.55
1462,Hans-Christian Losekann B.Sc.,hans.christian.losekann.b.sc1462@outlook.com,Germany,2024-01-16,Basic,215.97
1463,Chad Jones,chad.jones1463@icloud.com,Japan,2022-12-16,Standard,869.03
1464,Ashley Wise,ashley.wise1464@proton.me,United States,2025-07-05,Basic,127.1
1465,Dr. Antony Camargo,dr.antony.camargo1465@proton.me,Brazil,2024-12-07,Premium,1349.9
1466,Sophia Johnson,sophia.johnson1466@gmail.com,United States,2025-04-10,Standard,1314.84
1467,Luitgard Johann,luitgard.johann1467@hotmail.com,Germany,2020-06-16,Standard,1781.55
1468,Courtney Gonzalez,courtney.gonzalez1468@hotmail.com,Canada,2025-07-12,Premium,3463.13
1469,Ralph Anderson,ralph.anderson1469@outlook.com,United States,2021-01-18,Standard,618.79
1470,Dr. Isaque Araújo,dr.isaque.araujo1470@proton.me,Brazil,2025-09-14,Basic,405.19
1471,Matthieu Courtois,matthieu.courtois1471@yahoo.com,France,2026-07-18,Basic,27.78
1472,Michael Evans,michael.evans1472@yahoo.com,Australia,2024-09-01,Basic,191.16
1473,Osman Jacob,osman.jacob1473@gmail.com,Germany,2023-09-08,Premium,3320.86
1474,Adrienne Marie,adrienne.marie1474@hotmail.com,France,2024-03-10,Standard,1719.51
1475,Bruno Barros,bruno.barros1475@yahoo.com,Brazil,2020-04-28,Premium,3873.59
1476,Chaitanya Sarin,chaitanya.sarin1476@hotmail.com,India,2023-01-08,Standard,159.58
1477,Sig.ra Antonia Tutino,sig.ra.antonia.tutino1477@proton.me,Italy,2025-01-29,Standard,1357.05
1478,Paul Jones,paul.jones1478@icloud.com,Australia,2021-06-13,Standard,230.33
1479,Zinal Yohannan,zinal.yohannan1479@outlook.com,India,2020-08-15,Basic,394.33
1480,Januja Sankar,januja.sankar1480@gmail.com,India,2024-06-21,Standard,546.13
1481,Zachary Ferrell,zachary.ferrell1481@hotmail.com,Australia,2020-12-31,Premium,1570.42
1482,Melanie Wilson,melanie.wilson1482@hotmail.com,United Kingdom,2023-03-13,Standard,1724.81
1483,Christopher Guerra,christopher.guerra1483@outlook.com,United States,2025-07-03,Basic,521.73
1484,Andrés Felipe Barral Granados,andres.felipe.barral.granados1484@proton.me,Spain,2021-06-21,Standard,308.58
1485,Gail Thomas,gail.thomas1485@yahoo.com,United Kingdom,2025-06-28,Standard,790.35
1486,Rhonda Martin,rhonda.martin1486@icloud.com,United States,2024-09-28,Premium,2363.38
1487,Catherine Ryan,catherine.ryan1487@yahoo.com,United Kingdom,2024-11-13,Standard,303.36
1488,David Alvarez,david.alvarez1488@hotmail.com,Canada,2022-07-07,Standard,1327.5
1489,Víctor Angulo Murillo,victor.angulo.murillo1489@icloud.com,Spain,2025-11-19,Premium,2532.41
1490,Jason Rhodes,jason.rhodes1490@hotmail.com,United States,2023-05-15,Premium,1272.82
1491,Jeremy Mitchell,jeremy.mitchell1491@yahoo.com,Japan,2025-11-12,Standard,1088.08
1492,Angel Perry,angel.perry1492@gmail.com,Canada,2025-10-03,Premium,2372.18
1493,Joann Ferguson,,United States,2026-05-17,Basic,264.93
1494,Ganga Murthy,ganga.murthy1494@icloud.com,India,2020-03-07,Premium,3247.84
1495,Robert Harrison,robert.harrison1495@yahoo.com,United States,2024-05-28,Premium,2340.13
1496,Denis Morvan,denis.morvan1496@outlook.com,France,2026-08-02,Basic,536.21
1497,Marica Lange,marica.lange1497@outlook.com,Germany,2023-10-30,Basic,613.16
1498,Holly Valentine,holly.valentine1498@yahoo.com,United States,2020-11-16,Basic,432.74
1499,Mrs. Diane Reyes,mrs.diane.reyes1499@gmail.com,Japan,2024-11-11,Standard,159.65
1500,Tracy Montoya,tracy.montoya1500@yahoo.com,United States,2025-05-08,Standard,818.4
1501,Charita Tripathi,charita.tripathi1501@proton.me,India,2025-06-16,Standard,1491.67
1502,Nilima Narain,nilima.narain1502@proton.me,India,2024-06-05,Basic,84.15
1503,Brenda Wright,brenda.wright1503@yahoo.com,United States,2021-04-03,Basic,494.82
1504,Shelly Spencer,shelly.spencer1504@gmail.com,United States,2022-05-07,Standard,389.5
1505,Ryan Rosales,ryan.rosales1505@proton.me,United States,2026-01-15,Premium,1913.4
1506,Helen Textor,helen.textor1506@hotmail.com,Germany,2024-09-24,Premium,1414.59
1507,Phillip Nelson,phillip.nelson1507@proton.me,United States,2024-12-28,Basic,343.26
1508,Sra. Ana Lívia Teixeira,sra.ana.livia.teixeira1508@icloud.com,Brazil,2022-09-20,Standard,1089.56
1509,Carolina Cardoso,carolina.cardoso1509@gmail.com,Brazil,2023-09-29,Premium,3132.52
1510,Julien Guillon,julien.guillon1510@hotmail.com,France,2025-07-23,Basic,427.19
1511,Cheyenne Horton,cheyenne.horton1511@outlook.com,Canada,2020-05-31,Standard,952.07
1512,Chakrika Datta,chakrika.datta1512@icloud.com,India,2025-06-21,Standard,250.16
1513,Brittany Kim,brittany.kim1513@icloud.com,United States,2023-07-17,Standard,591.95
1514,Osha Raghavan,osha.raghavan1514@hotmail.com,India,2021-04-23,Standard,1699.29
1515,Dorothy Wyatt,dorothy.wyatt1515@proton.me,United Kingdom,2024-11-21,Premium,1865.64
1516,Courtney Hayes,courtney.hayes1516@outlook.com,United States,2024-11-29,Standard,512.51
1517,Alexander Brown,alexander.brown1517@outlook.com,Japan,2025-04-02,Premium,1885.56
1518,Claudine Perret-Rodriguez,claudine.perret.rodriguez1518@hotmail.com,France,2024-01-15,Basic,564.83
1519,Olívia Novaes,,Brazil,2022-04-28,Standard,1386.27
1520,Honoré Marchal,honore.marchal1520@yahoo.com,France,2021-12-10,Premium,3041.27
1521,Cynthia Vang,cynthia.vang1521@hotmail.com,United States,2025-07-15,Standard,495.56
1522,Alfred Galvan,alfred.galvan1522@gmail.com,United States,2024-01-09,Basic,266.0
1523,Marie Moody,marie.moody1523@icloud.com,United States,2020-05-10,Basic,252.97
1524,Dustin Gallegos,dustin.gallegos1524@yahoo.com,United States,2021-05-09,Standard,952.5
1525,Luisa Rubén Barela,luisa.ruben.barela1525@outlook.com,Mexico,2020-07-10,Basic,400.99
1526,Brenda Thornton,brenda.thornton1526@proton.me,Japan,2025-10-12,Standard,321.83
1527,Aaron Miller,aaron.miller1527@hotmail.com,United States,2025-02-15,Basic,535.14
1528,Juana Ybarra,juana.ybarra1528@icloud.com,Mexico,2021-02-21,Basic,53.33
1529,Ruben Dunn,ruben.dunn1529@proton.me,United States,2021-04-28,Basic,639.92
1530,Kelsey Rodriguez,kelsey.rodriguez1530@outlook.com,United States,2024-12-13,Basic,361.41
1531,Eric Williams,eric.williams1531@yahoo.com,Japan,2024-01-29,Standard,377.32
1532,João Moura,joao.moura1532@hotmail.com,Brazil,2024-08-29,Basic,29.45
1533,Mariana Cunha,mariana.cunha1533@hotmail.com,Brazil,2023-10-30,Standard,432.58
1534,Riley Bryant,riley.bryant1534@proton.me,United States,2024-08-26,Standard,1247.24
1535,Taylor Carlson,taylor.carlson1535@icloud.com,United States,2024-09-23,Basic,118.15
1536,Kreszentia Eckbauer,kreszentia.eckbauer1536@hotmail.com,Germany,2025-02-22,Basic,373.4
1537,Joseph Lacroix,joseph.lacroix1537@gmail.com,France,2024-12-17,Premium,836.81
1538,Jelte Bierstraten,jelte.bierstraten1538@gmail.com,Netherlands,2020-12-13,Standard,812.72
1539,Daniel Baker,daniel.baker1539@hotmail.com,Australia,2020-09-08,Standard,211.2
1540,José Ángel Gárate Lopez,jose.angel.garate.lopez1540@yahoo.com,Spain,2026-06-11,Premium,3136.95
1541,Xavier Henry-Monnier,xavier.henry.monnier1541@proton.me,France,2025-10-30,Basic,308.03
1542,Jose Allen,jose.allen1542@proton.me,Japan,2026-03-17,Basic,512.05
1543,Jenna Davies,jenna.davies1543@outlook.com,United Kingdom,2020-02-02,Basic,632.64
1544,Charvi Ravi,charvi.ravi1544@yahoo.com,India,2024-07-12,Standard,488.47
1545,David Douglas Jr.,david.douglas.jr1545@icloud.com,Canada,2024-12-16,Standard,1614.66
1546,Shirley Suarez,shirley.suarez1546@hotmail.com,Australia,2022-03-19,Basic,81.89
1547,Patricia Rodriguez,patricia.rodriguez1547@hotmail.com,Canada,2021-05-31,Standard,1042.3
1548,Jeffrey Mendez,jeffrey.mendez1548@icloud.com,United States,2026-03-10,Standard,712.17
1549,Daksha Mangat,daksha.mangat1549@gmail.com,India,2020-04-24,Basic,389.45
1550,Jason Beck,jason.beck1550@outlook.com,United States,2024-09-27,Basic,99.55
1551,William Jones,william.jones1551@outlook.com,United States,2022-11-29,Standard,734.88
1552,Katie Mcneil,katie.mcneil1552@proton.me,United States,2021-05-25,Standard,1094.52
1553,Jeanette Harrison,jeanette.harrison1553@outlook.com,United States,2022-08-25,Basic,692.58
1554,Christopher Rubio,christopher.rubio1554@proton.me,Canada,2025-12-24,Basic,182.84
1555,Raymond Hall,raymond.hall1555@proton.me,United Kingdom,2026-06-04,Standard,1328.68
1556,Amber Wright,amber.wright1556@yahoo.com,Canada,2021-03-07,Standard,1110.91
1557,Mehmet Muijs-Ansems,mehmet.muijs.ansems1557@outlook.com,Netherlands,2025-02-03,Premium,3433.07
1558,Quinn Cornelisz,quinn.cornelisz1558@gmail.com,Netherlands,2021-01-12,Premium,4087.48
1559,Hasso Stadelmann MBA.,hasso.stadelmann.mba1559@hotmail.com,Germany,2020-11-15,Standard,1018.32
1560,Qushi Nagy,qushi.nagy1560@icloud.com,India,2024-06-05,Basic,419.41
1561,Riya Sathe,riya.sathe1561@hotmail.com,India,2025-06-28,Basic,306.42
1562,Veronica King,veronica.king1562@icloud.com,United States,2021-06-04,Standard,905.23
1563,Dionigi Siffredi,dionigi.siffredi1563@icloud.com,Italy,2025-12-07,Premium,1586.78
1564,Prof. Karsten Jacobi Jäckel,prof.karsten.jacobi.jackel1564@proton.me,Germany,2021-10-04,Basic,274.3
1565,Dolores Iannuzzi,dolores.iannuzzi1565@icloud.com,Italy,2024-07-31,Premium,2167.47
1566,Sheila Thompson-Jenkins,sheila.thompson.jenkins1566@icloud.com,United Kingdom,2021-09-19,Premium,1928.22
1567,Kevin Hobbs-O'Brien,kevin.hobbs.o.brien1567@outlook.com,United Kingdom,2025-06-13,Premium,1328.62
1568,Christopher Bass,christopher.bass1568@hotmail.com,Australia,2020-07-18,Basic,230.99
1569,Michelle Whitehead-Murray,michelle.whitehead.murray1569@yahoo.com,United Kingdom,2025-06-25,Premium,2825.89
1570,Richard Cooper,richard.cooper1570@gmail.com,United States,2024-09-06,Standard,661.01
1571,Klothilde Ackermann-Jähn,klothilde.ackermann.jahn1571@outlook.com,Germany,2024-03-25,Standard,1338.06
1572,Yasti Solanki,yasti.solanki1572@yahoo.com,India,2025-08-29,Standard,1406.77
1573,Odette Legendre-Bouvet,odette.legendre.bouvet1573@yahoo.com,France,2023-08-25,Premium,3111.65
1574,Frado Mander,frado.mander1574@hotmail.com,India,2022-08-11,Basic,253.82
1575,Lori Ingram,lori.ingram1575@proton.me,United States,2024-12-19,Basic,460.99
1576,Gabriela Silva,gabriela.silva1576@proton.me,Brazil,2020-04-11,Standard,1463.66
1577,Georges Goncalves,georges.goncalves1577@icloud.com,France,2021-05-22,Standard,290.5
1578,Rosa Ramazzotti,rosa.ramazzotti1578@icloud.com,Italy,2026-06-20,Basic,671.17
1579,Joyce Solis,joyce.solis1579@hotmail.com,Canada,2025-08-20,Basic,106.19
1580,Clotilde Catalán Suárez,clotilde.catalan.suarez1580@yahoo.com,Spain,2020-03-18,Standard,489.58
1581,Beau Borman-Verheij,beau.borman.verheij1581@icloud.com,Netherlands,2024-12-24,Premium,2774.11
1582,Declan Walker,declan.walker1582@icloud.com,United Kingdom,2020-07-03,Standard,1690.85
1583,Dr Sandra Wallis,dr.sandra.wallis1583@yahoo.com,United Kingdom,2024-08-26,Premium,2753.24
1584,Terry Smith-Harrison,terry.smith.harrison1584@gmail.com,United Kingdom,2021-04-14,Basic,390.7
1585,Amelia Foster-O'Neill,amelia.foster.o.neill1585@yahoo.com,United Kingdom,2022-11-12,Basic,129.1
1586,Galasso Mazzacurati,galasso.mazzacurati1586@proton.me,Italy,2021-11-24,Premium,4356.16
1587,Evelyn Williams,evelyn.williams1587@proton.me,United States,2020-08-27,Standard,312.93
1588,Robin Thompson,robin.thompson1588@outlook.com,United States,2022-11-22,Standard,1515.77
1589,Julie Dominguez,julie.dominguez1589@yahoo.com,United States,2022-09-08,Basic,420.57
1590,Denise Losekann,denise.losekann1590@icloud.com,Germany,2024-04-26,Basic,206.77
1591,Michael Ward,michael.ward1591@icloud.com,United Kingdom,2024-07-25,Premium,906.95
1592,Girik Keer,girik.keer1592@gmail.com,India,2023-01-07,Standard,1117.18
1593,Robin Brown,robin.brown1593@icloud.com,United States,2021-05-29,Standard,821.13
1594,Judith Carter,judith.carter1594@proton.me,United States,2025-08-11,Standard,1747.05
1595,Miss Janet Lowe,miss.janet.lowe1595@yahoo.com,United Kingdom,2022-10-01,Standard,849.19
1596,Ruben del Ramírez,ruben.del.ramirez1596@hotmail.com,Spain,2020-06-20,Premium,2519.21
1597,Luka Pasman,luka.pasman1597@outlook.com,Netherlands,2021-11-16,Premium,4253.98
1598,Irmingard Margraf,irmingard.margraf1598@icloud.com,Germany,2022-10-24,Basic,281.6
1599,Mrs Anna Fuller,mrs.anna.fuller1599@proton.me,United Kingdom,2022-05-21,Standard,992.04
1600,Curtis Williams,curtis.williams1600@proton.me,United States,2025-12-27,Standard,646.05
1601,Alexandra Hunt,alexandra.hunt1601@gmail.com,United Kingdom,2021-07-26,Basic,699.2
1602,Kaylee Hays,kaylee.hays1602@yahoo.com,Japan,2025-08-29,Basic,239.86
1603,Lucas Laurent,lucas.laurent1603@outlook.com,France,2022-12-06,Basic,502.73
1604,Dawn Mullins,dawn.mullins1604@proton.me,United States,2023-08-10,Standard,908.67
1605,Umang Issac,umang.issac1605@gmail.com,India,2021-07-01,Standard,153.38
1606,Marietta Hamann MBA.,marietta.hamann.mba1606@gmail.com,Germany,2021-12-11,Standard,1627.19
1607,Jacques Bouchet,jacques.bouchet1607@hotmail.com,France,2026-01-13,Premium,4043.87
1608,Aryan Batra,aryan.batra1608@icloud.com,India,2020-05-06,Basic,575.84
1609,Univ.Prof. August Hölzenbecher,univ.prof.august.holzenbecher1609@gmail.com,Germany,2023-12-16,Basic,279.05
1610,Vaishnavi Bora,vaishnavi.bora1610@hotmail.com,India,2021-12-26,Basic,573.01
1611,Óliver Heredia,oliver.heredia1611@gmail.com,Mexico,2025-03-10,Standard,468.43
1612,Howard Norman,howard.norman1612@proton.me,United States,2020-03-22,Basic,484.37
1613,Grégoire Leroux-Boutin,gregoire.leroux.boutin1613@yahoo.com,France,2021-01-03,Basic,447.03
1614,Megan van Salmen,megan.van.salmen1614@yahoo.com,Netherlands,2022-08-17,Basic,677.93
1615,Evelyn Martinez,evelyn.martinez1615@hotmail.com,United States,2022-05-06,Premium,4441.78
1616,Oeshi Hayer,oeshi.hayer1616@gmail.com,India,2023-02-10,Standard,965.12
1617,Victoria Larson,victoria.larson1617@proton.me,Canada,2026-05-06,Standard,1144.9
1618,Steve Paul,steve.paul1618@icloud.com,United States,2021-06-09,Basic,111.02
1619,Asdrubal Caballero,asdrubal.caballero1619@yahoo.com,Spain,2025-11-12,Basic,210.17
1620,Murilo Rios,murilo.rios1620@gmail.com,Brazil,2025-12-22,Standard,1273.12
1621,Jasmine Beltran,jasmine.beltran1621@gmail.com,Japan,2024-10-15,Standard,1706.07
1622,Jonathan Glass MD,jonathan.glass.md1622@outlook.com,United States,2024-11-06,Basic,299.64
1623,Monica Miller,monica.miller1623@icloud.com,United States,2025-03-26,Standard,1003.47
1624,Samantha Gardner,samantha.gardner1624@proton.me,United States,2022-07-08,Premium,4198.05
1625,Stephanie Salazar,stephanie.salazar1625@outlook.com,Canada,2020-01-22,Standard,702.26
1626,Bobby Guerrero,bobby.guerrero1626@gmail.com,Japan,2022-07-13,Basic,311.08
1627,Lance Simmons,lance.simmons1627@yahoo.com,United States,2022-03-17,Premium,1949.98
1628,Warda Ratta,warda.ratta1628@gmail.com,India,2020-04-24,Standard,1483.3
1629,Manbir Ahluwalia,manbir.ahluwalia1629@proton.me,India,2023-10-01,Basic,191.83
1630,Antonie Weitzel,antonie.weitzel1630@outlook.com,Germany,2020-08-10,Basic,375.78
1631,Heather Williams,heather.williams1631@gmail.com,United States,2024-12-01,Basic,447.11
1632,Kathy Rivas,kathy.rivas1632@gmail.com,Canada,2020-09-05,Basic,279.74
1633,Heather Bolton,heather.bolton1633@proton.me,Japan,2020-09-23,Basic,66.85
1634,Marinus Huijzing-van Noort,marinus.huijzing.van.noort1634@gmail.com,Netherlands,2023-05-19,Standard,862.53
1635,William Gould,william.gould1635@gmail.com,United States,2026-04-09,Premium,3944.74
1636,Univ.Prof. Gero Hecker B.A.,univ.prof.gero.hecker.b.a1636@icloud.com,Germany,2024-08-10,Standard,1139.3
1637,Pavani Kanda,pavani.kanda1637@gmail.com,India,2025-01-31,Standard,1462.02
1638,Mark Cox,mark.cox1638@icloud.com,Japan,2021-02-18,Standard,1697.02
1639,Lisa Archer,lisa.archer1639@hotmail.com,Australia,2025-10-19,Standard,467.59
1640,Meghan Cisneros,meghan.cisneros1640@icloud.com,United States,2020-10-03,Standard,1537.29
1641,Lawrence Harrington,lawrence.harrington1641@yahoo.com,Japan,2025-09-15,Standard,844.66
1642,Laurent Morel,laurent.morel1642@hotmail.com,France,2022-01-31,Standard,1465.09
1643,Austin Osborne,austin.osborne1643@outlook.com,United States,2026-07-22,Standard,1733.57
1644,Aimee Montoya,aimee.montoya1644@outlook.com,Australia,2026-07-18,Basic,548.46
1645,James Bradley,james.bradley1645@outlook.com,United States,2023-11-05,Standard,1750.95
1646,Stephanie Manning,stephanie.manning1646@proton.me,Canada,2021-08-15,Premium,2676.3
1647,Maria Fernanda Macedo,maria.fernanda.macedo1647@gmail.com,Brazil,2024-09-24,Standard,1761.24
1648,Zarna Shetty,zarna.shetty1648@yahoo.com,India,2020-10-07,Standard,1251.97
1649,Geneviève Bourgeois,genevieve.bourgeois1649@hotmail.com,France,2023-09-18,Basic,407.12
1650,Bernard Goddard,bernard.goddard1650@outlook.com,United Kingdom,2024-09-10,Standard,323.0
1651,Meghan Rush,meghan.rush1651@gmail.com,Japan,2025-07-24,Standard,156.1
1652,Phillip Berry,phillip.berry1652@yahoo.com,United States,2025-03-25,Standard,544.38
1653,Matthew Mcmillan,matthew.mcmillan1653@outlook.com,Australia,2024-03-19,Standard,454.0
1654,Sr(a). Camila Terán,sr.a.camila.teran1654@outlook.com,Mexico,2020-02-10,Premium,911.07
1655,Jennifer Banks,jennifer.banks1655@outlook.com,United States,2024-12-08,Premium,2967.04
1656,Brian Rodriguez,brian.rodriguez1656@gmail.com,Australia,2020-05-01,Premium,1851.17
1657,Brian Fitzgerald,brian.fitzgerald1657@outlook.com,United States,2021-12-14,Standard,1064.93
1658,Mr. Justin Green III,mr.justin.green.iii1658@gmail.com,United States,2021-12-22,Basic,639.69
1659,Zachary Mitchell,zachary.mitchell1659@proton.me,United States,2021-07-16,Standard,1449.23
1660,Katherine Martinez,katherine.martinez1660@yahoo.com,United States,2023-06-03,Standard,759.91
1661,Ms Amber Arnold,ms.amber.arnold1661@yahoo.com,United Kingdom,2025-11-28,Basic,698.44
1662,Jodi Roach,jodi.roach1662@proton.me,Japan,2020-09-24,Premium,4066.08
1663,Brandon Fleming,brandon.fleming1663@yahoo.com,United States,2022-02-24,Standard,1295.68
1664,Cheryl Mann-Powell,cheryl.mann.powell1664@hotmail.com,United Kingdom,2022-09-28,Basic,540.08
1665,Zaid Dara,zaid.dara1665@icloud.com,India,2023-04-19,Basic,246.18
1666,Emma Reed,emma.reed1666@outlook.com,United States,2021-06-01,Basic,678.66
1667,Joshua Vance,joshua.vance1667@yahoo.com,Japan,2020-11-29,Basic,558.92
1668,Kiaan Shetty,kiaan.shetty1668@yahoo.com,India,2025-09-14,Standard,1606.0
1669,Denise Jacobs,denise.jacobs1669@outlook.com,Australia,2025-08-04,Standard,445.35
1670,Marine Schneider,marine.schneider1670@icloud.com,France,2025-06-02,Basic,358.98
1671,Michelle Ho,michelle.ho1671@hotmail.com,United States,2026-07-19,Standard,491.88
1672,Rebecca Hicks,rebecca.hicks1672@hotmail.com,Japan,2022-08-18,Standard,654.9
1673,Curtis Taylor,curtis.taylor1673@icloud.com,Japan,2021-10-05,Basic,277.52
1674,David Wright,david.wright1674@yahoo.com,Canada,2020-12-10,Standard,1006.05
1675,Allison Spencer,allison.spencer1675@gmail.com,United States,2025-03-20,Standard,705.02
1676,Aleksandr Bien-Henschel,aleksandr.bien.henschel1676@hotmail.com,Germany,2024-08-02,Standard,970.95
1677,Robert Arnold,robert.arnold1677@gmail.com,United States,2022-01-05,Standard,588.28
1678,Angelica Parker,angelica.parker1678@gmail.com,United States,2023-04-21,Basic,371.13
1679,Saanvi Thaman,saanvi.thaman1679@outlook.com,India,2022-07-21,Premium,1063.99
1680,Dr. Kelly Hammond DVM,dr.kelly.hammond.dvm1680@yahoo.com,United States,2023-09-29,Premium,2018.19
1681,Donald Williams,donald.williams1681@proton.me,United Kingdom,2023-01-29,Premium,3034.93
1682,William Day,william.day1682@proton.me,United States,2026-02-02,Basic,30.76
1683,Bryan Phillips-Barton,bryan.phillips.barton1683@outlook.com,United Kingdom,2024-07-12,Basic,579.76
1684,Christina Walters,christina.walters1684@gmail.com,Australia,2025-04-17,Standard,1782.3
1685,Susanna Palombi,susanna.palombi1685@hotmail.com,Italy,2022-07-21,Standard,1386.08
1686,Prof. Sigrid Wilmsen B.Sc.,prof.sigrid.wilmsen.b.sc1686@icloud.com,Germany,2026-08-01,Basic,536.39
1687,Frédéric Laurent-Delmas,frederic.laurent.delmas1687@hotmail.com,France,2023-10-27,Basic,236.33
1688,Michael Cooper,michael.cooper1688@proton.me,United States,2024-09-06,Standard,892.45
1689,Pamela Boyd,pamela.boyd1689@outlook.com,Canada,2021-07-23,Standard,361.77
1690,Nadia Salvini,nadia.salvini1690@gmail.com,Italy,2025-08-09,Basic,588.15
1691,Mr Bradley Wallace,mr.bradley.wallace1691@hotmail.com,United Kingdom,2024-10-09,Standard,815.56
1692,John Whitehead,john.whitehead1692@icloud.com,Australia,2023-05-12,Standard,188.35
1693,Anna Henderson,anna.henderson1693@yahoo.com,Australia,2021-09-21,Basic,696.12
1694,Denise Jones,denise.jones1694@icloud.com,Canada,2026-06-08,Basic,686.62
1695,Penny Bowman,penny.bowman1695@hotmail.com,United States,2020-09-17,Standard,460.76
1696,Vincent Reynolds,vincent.reynolds1696@icloud.com,United States,2025-01-23,Standard,652.67
1697,Amy Martinez,amy.martinez1697@proton.me,United States,2026-03-14,Premium,3857.96
1698,Sanaya Dutt,sanaya.dutt1698@gmail.com,India,2022-02-03,Premium,4171.98
1699,Kate Pearce,kate.pearce1699@yahoo.com,United Kingdom,2022-08-12,Standard,1015.25
1700,Herlinde Schuchhardt B.A.,herlinde.schuchhardt.b.a1700@outlook.com,Germany,2025-10-24,Premium,2009.06
1701,Christopher Morris,christopher.morris1701@hotmail.com,Japan,2021-10-05,Basic,112.17
1702,Jeannine Kuhl-Henk,jeannine.kuhl.henk1702@proton.me,Germany,2020-10-08,Standard,1640.92
1703,Hannah Everett,hannah.everett1703@yahoo.com,United States,2023-06-22,Standard,1320.96
1704,Matthias Stroh-Adolph,matthias.stroh.adolph1704@icloud.com,Germany,2026-06-13,Basic,421.56
1705,Devon Flores,devon.flores1705@proton.me,Canada,2025-02-22,Standard,162.28
1706,Sarah King,sarah.king1706@gmail.com,United States,2024-06-23,Standard,557.29
1707,Karl Holt,karl.holt1707@icloud.com,United Kingdom,2025-07-03,Standard,1100.62
1708,Aaron Wise,aaron.wise1708@outlook.com,Australia,2025-02-12,Standard,1540.36
1709,Sebastiaan van Noort-le Guellec,sebastiaan.van.noort.le.guellec1709@hotmail.com,Netherlands,2021-12-18,Standard,446.3
1710,Shivani Lad,shivani.lad1710@hotmail.com,India,2025-02-18,Standard,1237.48
1711,Luc Le Lopes,luc.le.lopes1711@gmail.com,France,2024-05-30,Standard,222.05
1712,Krista Martinez,krista.martinez1712@yahoo.com,Japan,2023-01-26,Basic,387.97
1713,Guillaume Marty,guillaume.marty1713@gmail.com,France,2022-06-08,Basic,302.61
1714,Deborah Figueroa,deborah.figueroa1714@gmail.com,Australia,2024-02-19,Premium,1189.33
1715,Jessica Smith,jessica.smith1715@outlook.com,Australia,2024-08-06,Standard,567.06
1716,Brenda Hall,brenda.hall1716@hotmail.com,Canada,2020-04-19,Premium,3369.6
1717,Stephen Mckee,stephen.mckee1717@hotmail.com,Australia,2023-11-08,Basic,602.65
1718,Ben Clayton,ben.clayton1718@gmail.com,United Kingdom,2022-10-23,Premium,4193.41
1719,Stacey Roberts,stacey.roberts1719@proton.me,United Kingdom,2025-03-16,Standard,262.59
1720,Michelle Brown,michelle.brown1720@yahoo.com,Canada,2024-11-27,Premium,3835.58
1721,Milena Campos,milena.campos1721@yahoo.com,Brazil,2020-03-14,Standard,442.44
1722,Joseph Shaw,joseph.shaw1722@proton.me,United States,2024-05-19,Premium,3284.15
1723,Todd Moore,todd.moore1723@outlook.com,United States,2021-09-20,Standard,443.6
1724,Noémi Le Leroy,noemi.le.leroy1724@proton.me,France,2025-12-20,Standard,1299.62
